"이름","전투력","협투력","속성","버스트","기업","무기","클래스","돌파","코강","호감도","스킬1","스킬2","버스트스킬","우코(%)","공증(%)","장탄(%)","크확(%)","크댐(%)","명중(%)","차댐(%)","차속(%)","방어(%)","소장품","큐브","큐브_레벨","머리_티어","머리_레벨","머리_옵1","머리_옵1값","머리_옵2","머리_옵2값","머리_옵3","머리_옵3값","몸통_티어","몸통_레벨","몸통_옵1","몸통_옵1값","몸통_옵2","몸통_옵2값","몸통_옵3","몸통_옵3값","장갑_티어","장갑_레벨","장갑_옵1","장갑_옵1값","장갑_옵2","장갑_옵2값","장갑_옵3","장갑_옵3값","다리_티어","다리_레벨","다리_옵1","다리_옵1값","다리_옵2","다리_옵2값","다리_옵3","다리_옵3값","콘솔_공용","콘솔_화력형","콘솔_방어형","콘솔_지원형","콘솔_엘리시온","콘솔_미실리스","콘솔_테트라","콘솔_필그림","콘솔_어브노멀"
"아니스 : 스파클링 서머","629810","45473","전격","버스트3","테트라","SG","지원형","3","0","30","10","10","10","92.81","8.29","0.00","0.00","23.08","9.00","15.88","0.00","0.00","SR 15","","","10","5","명중","9.00","공증","8.29","우코","19.35","10","1","차댐","7.59","우코","22.15","","","10","5","크댐","8.60","차댐","8.29","우코","29.16","10","0","크댐","14.48","우코","22.15","","","370","225","224","225","228","228","228","263","220"
"이사벨","738717","56619","전격","버스트3","필그림","SG","화력형","3","5","40","10","4","10","92.83","9.00","64.82","5.71","0.00","14.64","6.18","0.00","0.00","SR 15","택티컬 베어 큐브","15","10","5","명중","14.64","","","우코","26.36","10","5","우코","19.35","차댐","6.18","공증","9.00","10","3","우코","23.56","","","크확","5.71","10","1","우코","23.56","장탄","64.82","","","370","225","224","225","228","228","228","263","220"
"맥스웰 : 오디너리 미케닉","337948","8818","풍압","버스트2","미실리스","SR","지원형","3","0","19","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"네온 : 비전 아이","688451","52770","전격","버스트3","미실리스","RL","화력형","3","0","40","10","10","10","97.03","29.80","0.00","0.00","0.00","0.00","0.00","15.00","0.00","SR 15","","","10","5","차속","6.09","우코","27.76","","","10","5","공증","11.81","","","우코","23.56","10","5","우코","23.56","공증","9.70","차속","4.63","10","5","우코","22.15","공증","8.29","차속","4.33","370","225","224","225","228","228","228","263","220"
"루피","403632","10620","철갑","버스트2","테트라","AR","화력형","3","7","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"미란다","582825","38823","작열","버스트1","엘리시온","SMG","지원형","3","3","30","7","10","10","23.56","0.00","68.93","0.00","16.44","11.81","11.81","0.00","0.00","애장품 ★★★","","","10","0","우코","23.56","크댐","16.44","","","10","0","명중","11.81","","","","","10","0","차댐","11.81","","","","","10","0","장탄","68.93","","","","","370","225","224","225","228","228","228","263","220"
"모리","356194","8767","풍압","버스트2","미실리스","AR","방어형","3","1","12","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"에밀리아","578694","26305","수냉","버스트3","어브노멀","RL","화력형","3","0","30","7","7","7","47.12","0.00","68.93","11.42","32.88","11.81","0.00","0.00","0.00","R 0","","","10","0","크댐","16.44","크확","5.71","우코","23.56","10","0","우코","23.56","","","","","10","0","크확","5.71","명중","11.81","","","10","0","장탄","68.93","","","크댐","16.44","370","225","224","225","228","228","228","263","220"
"메이든","398939","10608","전격","버스트3","엘리시온","SG","화력형","3","7","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"폴리","393911","10557","수냉","버스트2","엘리시온","SG","방어형","3","7","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"마나","634890","35220","풍압","버스트3","미실리스","AR","화력형","3","7","30","7","7","7","62.26","5.47","36.06","2.98","24.06","18.69","0.00","0.00","0.00","SR 5","","","10","5","공증","5.47","크확","2.98","크댐","15.46","10","0","우코","20.75","장탄","36.06","명중","6.88","10","0","명중","11.81","우코","23.56","","","10","0","우코","17.95","크댐","8.60","","","370","225","224","225","228","228","228","263","220"
"벨벳","591569","33248","풍압","버스트2","테트라","SR","지원형","3","5","30","7","10","7","23.56","0.00","68.93","0.00","0.00","0.00","23.62","5.00","11.81","SR 5","","","10","0","방어","11.81","차댐","11.81","","","10","0","차댐","11.81","","","","","10","0","차속","4.92","장탄","68.93","","","10","0","우코","23.56","","","","","370","225","224","225","228","228","228","263","220"
"아르카나","756001","53529","전격","버스트2","엘리시온","RL","지원형","3","7","30","10","10","10","0.00","11.81","0.00","5.71","32.88","0.00","11.81","5.00","23.62","SR 15","택티컬 베어 큐브","15","10","5","방어","11.81","","","","","10","1","크댐","16.44","","","크확","5.71","10","3","차댐","11.81","방어","11.81","","","10","0","차속","4.92","크댐","16.44","공증","11.81","370","225","224","225","228","228","228","263","220"
"2B","356818","9368","작열","버스트3","어브노멀","AR","방어형","3","1","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"플로라","615441","41988","전격","버스트2","미실리스","MG","지원형","3","7","30","7","7","7","0.00","0.00","68.93","5.71","32.88","0.00","11.81","5.00","0.00","애장품 ★★★","","","10","5","크확","5.71","","","크댐","16.44","10","1","크댐","16.44","","","","","10","3","차댐","11.81","","","","","10","0","차속","4.92","장탄","68.93","","","370","225","224","225","228","228","228","263","220"
"벨로타","285521","8403","전격","버스트2","테트라","RL","화력형","2","0","10","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"레이블","350017","9274","철갑","버스트1","엘리시온","AR","방어형","3","0","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"앨리스","774743","59457","작열","버스트3","테트라","SR","화력형","3","7","30","10","4","10","87.21","9.00","173.92","0.00","0.00","0.00","0.00","15.00","0.00","SR 15","렐릭 베어 큐브","15","10","5","우코","20.75","장탄","36.06","","","10","5","공증","9.00","차속","3.75","우코","24.96","10","5","차속","5.21","우코","19.35","장탄","60.71","10","5","차속","6.09","우코","22.15","장탄","77.15","370","225","224","225","228","228","228","263","220"
"자칼","616988","34301","철갑","버스트1","미실리스","RL","방어형","3","7","30","4","4","4","70.68","11.81","0.00","0.00","0.00","11.81","0.00","5.00","0.00","SR 5","렐릭 부스트 큐브","8","10","0","명중","11.81","","","","","10","0","우코","23.56","","","","","10","0","우코","23.56","","","","","10","0","공증","11.81","차속","4.92","우코","23.56","370","225","224","225","228","228","228","263","220"
"리틀 머메이드","697817","51704","풍압","버스트1","필그림","SMG","지원형","3","5","40","10","10","10","94.22","29.10","0.00","0.00","0.00","20.81","0.00","0.00","6.88","SR 15","","","10","5","공증","6.88","우코","24.96","","","10","5","우코","27.76","방어","6.88","공증","11.11","10","5","우코","20.75","명중","9.70","공증","11.11","10","0","명중","11.11","","","우코","20.75","370","225","224","225","228","228","228","263","220"
"라피","286252","8583","작열","버스트3","엘리시온","AR","화력형","2","0","15","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"드레이크","768894","54570","작열","버스트3","미실리스","SG","화력형","3","7","30","10","10","10","87.20","25.74","81.26","0.00","0.00","0.00","0.00","4.00","0.00","애장품 ★★★","택티컬 베어 큐브","15","10","5","우코","22.15","","","공증","11.11","10","1","우코","22.15","","","차속","3.75","10","3","공증","14.63","","","우코","22.15","10","0","우코","20.75","","","장탄","81.26","370","225","224","225","228","228","228","263","220"
"라푼젤","619744","42390","철갑","버스트1","필그림","RL","지원형","3","3","40","7","5","6","0.00","23.62","0.00","0.00","16.44","11.81","11.81","5.00","23.62","R 5","택티컬 부스트 큐브","8","10","5","공증","11.81","","","명중","11.81","10","5","차댐","11.81","차속","4.92","방어","11.81","10","4","방어","11.81","","","","","10","2","공증","11.81","크댐","16.44","","","370","225","224","225","228","228","228","263","220"
"리타","612373","29327","철갑","버스트1","미실리스","SMG","지원형","3","7","30","10","4","10","0.00","0.00","0.00","12.10","10.56","18.69","0.00","10.00","7.59","R 0","","","10","3","크댐","10.56","","","","","10","3","명중","6.88","크확","6.39","방어","7.59","10","1","차속","4.92","명중","11.81","크확","5.71","10","0","차속","4.92","","","","","370","225","224","225","228","228","228","263","220"
"애드미","385033","10547","풍압","버스트2","미실리스","SR","지원형","3","7","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"라플라스 : 얼티밋 히어로","352343","8872","풍압","버스트3","미실리스","RL","화력형","3","0","19","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"네온 : 블루 오션","340768","9271","수냉","버스트3","엘리시온","MG","화력형","3","0","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"사쿠라","383945","9968","작열","버스트1","테트라","SR","지원형","3","7","17","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"레드 후드","673728","49964","철갑","ALL","필그림","SR","화력형","3","7","40","10","10","10","81.60","19.40","63.90","5.62","10.56","0.00","0.00","0.00","0.00","SR 15","","","10","5","우코","22.15","크확","2.98","장탄","31.95","10","5","우코","19.35","장탄","31.95","크확","2.64","10","5","공증","11.11","우코","20.75","크댐","10.56","10","5","공증","8.29","우코","19.35","","","370","225","224","225","228","228","228","263","220"
"유니","395605","10562","작열","버스트2","미실리스","RL","방어형","3","7","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"미카","280727","8495","풍압","버스트1","테트라","RL","지원형","2","0","13","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"메이든 : 아이스 로즈","624045","44377","전격","버스트3","엘리시온","RL","방어형","3","0","30","10","10","10","81.60","30.50","44.28","0.00","0.00","0.00","11.11","3.00","0.00","SR 15","","","10","5","차속","2.57","","","우코","20.75","10","1","공증","8.29","우코","22.15","장탄","44.28","10","3","차댐","11.11","우코","20.75","공증","10.40","10","0","우코","17.95","","","공증","11.81","370","225","224","225","228","228","228","263","220"
"라피 : 레드 후드","826868","66551","작열","버스트3","엘리시온","MG","화력형","3","4","40","10","10","10","113.84","48.66","194.47","0.00","11.54","0.00","0.00","0.00","0.00","SR 15","렐릭 베어 큐브","15","10","5","장탄","48.39","공증","13.93","우코","29.16","10","5","우코","26.36","공증","10.40","크댐","11.54","10","5","공증","9.70","장탄","81.26","우코","29.16","10","5","공증","14.63","우코","29.16","장탄","64.82","370","225","224","225","228","228","228","263","220"
"브리드","401957","9796","수냉","버스트3","엘리시온","AR","화력형","3","7","11","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"홍련","629205","41087","전격","버스트3","필그림","AR","화력형","3","3","40","10","4","10","87.20","11.81","80.34","3.66","0.00","0.00","0.00","3.00","4.77","SR 5","","","10","5","우코","22.15","공증","11.81","장탄","44.28","10","5","방어","4.77","","","우코","22.15","10","5","차속","3.16","우코","22.15","장탄","36.06","10","4","우코","20.75","크확","3.66","","","370","225","224","225","228","228","228","263","220"
"키리","398017","10100","풍압","버스트3","엘리시온","RL","지원형","3","7","19","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"아니스 : 스타","722766","59675","전격","버스트1","테트라","RL","방어형","3","0","40","10","10","10","97.03","29.10","52.50","0.00","47.36","0.00","0.00","0.00","5.47","SR 15","렐릭 베어 큐브","15","10","5","우코","26.36","크댐","20.36","공증","7.59","10","5","공증","9.70","우코","19.35","방어","5.47","10","5","크댐","18.40","공증","11.81","우코","27.76","10","5","장탄","52.50","우코","23.56","크댐","8.60","370","225","224","225","228","228","228","263","220"
"E.H.","350583","9463","풍압","버스트3","엘리시온","SMG","화력형","3","1","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"프리바티","664942","41072","수냉","버스트3","엘리시온","AR","화력형","3","7","30","10","10","4","0.00","0.00","206.79","0.00","0.00","23.62","11.81","0.00","11.81","애장품 ★★★","","","10","0","방어","11.81","장탄","68.93","차댐","11.81","10","0","장탄","68.93","","","","","10","0","장탄","68.93","","","명중","11.81","10","0","명중","11.81","","","","","370","225","224","225","228","228","228","263","220"
"팬텀","680270","28120","수냉","버스트3","엘리시온","AR","화력형","3","6","30","7","7","7","23.56","0.00","0.00","0.00","0.00","23.62","35.43","0.00","23.62","애장품 ★☆☆","","","10","0","차댐","11.81","","","방어","11.81","10","0","차댐","11.81","방어","11.81","","","10","0","명중","11.81","","","차댐","11.81","10","0","명중","11.81","우코","23.56","","","370","225","224","225","228","228","228","263","220"
"코코아","364014","9774","작열","버스트1","테트라","SR","지원형","3","4","25","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","225","228","228","228","263","220"
"프리바티 : 언카인드 메이드","606709","25807","전격","버스트3","엘리시온","SG","화력형","3","7","30","7","7","7","23.29","15.88","133.75","4.35","0.00","0.00","5.47","4.00","8.29","SR 0","","","10","0","차댐","5.47","차속","4.04","장탄","64.82","10","0","우코","13.75","","","공증","9.00","10","0","장탄","68.93","공증","6.88","","","10","0","우코","9.54","크확","4.35","방어","8.29","370","225","224","225","228","228","228","263","220"
"율리아","768598","47473","철갑","버스트3","미실리스","AR","화력형","3","7","30","7","7","7","70.68","23.62","0.00","5.71","0.00","11.81","23.62","10.00","0.00","애장품 ★★★","","","10","0","차댐","11.81","우코","23.56","공증","11.81","10","0","차속","4.92","차댐","11.81","","","10","0","우코","23.56","크확","5.71","공증","11.81","10","0","명중","11.81","우코","23.56","차속","4.92","370","225","224","225","228","228","228","263","220"
"아스카","628307","39936","작열","버스트3","어브노멀","AR","화력형","3","0","30","10","10","10","73.47","17.99","92.66","0.00","0.00","17.29","8.29","0.00","5.47","SR 5","","","10","5","차댐","8.29","우코","23.56","공증","6.18","10","5","명중","9.70","장탄","56.60","공증","11.81","10","5","우코","22.15","명중","7.59","장탄","36.06","10","0","우코","27.76","방어","5.47","","","370","225","224","225","228","228","228","263","220"
