"이름","전투력","협투력","속성","버스트","기업","무기","클래스","돌파","코강","호감도","스킬1","스킬2","버스트스킬","우코(%)","공증(%)","장탄(%)","크확(%)","크댐(%)","명중(%)","차댐(%)","차속(%)","방어(%)","소장품","큐브","큐브_레벨","머리_티어","머리_레벨","머리_옵1","머리_옵1값","머리_옵2","머리_옵2값","머리_옵3","머리_옵3값","몸통_티어","몸통_레벨","몸통_옵1","몸통_옵1값","몸통_옵2","몸통_옵2값","몸통_옵3","몸통_옵3값","장갑_티어","장갑_레벨","장갑_옵1","장갑_옵1값","장갑_옵2","장갑_옵2값","장갑_옵3","장갑_옵3값","다리_티어","다리_레벨","다리_옵1","다리_옵1값","다리_옵2","다리_옵2값","다리_옵3","다리_옵3값","콘솔_공용","콘솔_화력형","콘솔_방어형","콘솔_지원형","콘솔_엘리시온","콘솔_미실리스","콘솔_테트라","콘솔_필그림","콘솔_어브노멀"
"밀크","368665","10014","수냉","버스트1","테트라","SR","화력형","3","4","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"민트","679505","50811","철갑","버스트2","테트라","RL","지원형","3","2","30","10","10","10","47.12","0.00","0.00","0.00","16.44","0.00","11.81","5.00","23.62","SR 15","렐릭 베어 큐브","15","10","5","방어","11.81","","","","","10","1","차속","4.92","","","크댐","16.44","10","3","우코","23.56","","","","","10","0","차댐","11.81","방어","11.81","우코","23.56","370","225","224","224","227","227","228","263","220"
"자칼","616277","34280","철갑","버스트1","미실리스","RL","방어형","3","7","30","4","4","4","70.68","11.81","0.00","0.00","0.00","11.81","0.00","5.00","0.00","SR 5","렐릭 부스트 큐브","8","10","0","명중","11.81","","","","","10","0","우코","23.56","","","","","10","0","우코","23.56","","","","","10","0","공증","11.81","차속","4.92","우코","23.56","370","225","224","224","227","227","228","263","220"
"길티","480142","21922","풍압","버스트2","미실리스","SG","화력형","3","0","30","4","4","4","0.00","0.00","137.86","5.71","0.00","0.00","11.81","0.00","11.81","R 0","","","10","0","크확","5.71","차댐","11.81","","","10","0","장탄","68.93","","","","","10","0","장탄","68.93","","","","","10","0","방어","11.81","","","","","370","225","224","224","227","227","228","263","220"
"트리나","699150","37433","전격","버스트2","미실리스","RL","지원형","3","7","30","4","7","7","0.00","11.81","68.93","17.13","0.00","35.43","11.81","5.00","0.00","SR 5","","","10","0","공증","11.81","명중","11.81","","","10","0","명중","11.81","차댐","11.81","크확","5.71","10","0","크확","5.71","차속","4.92","","","10","0","명중","11.81","크확","5.71","장탄","68.93","370","225","224","224","227","227","228","263","220"
"루마니","685267","36864","작열","버스트1","테트라","RL","방어형","3","7","30","7","7","7","23.56","11.81","68.93","5.71","16.44","11.81","11.81","5.00","11.81","SR 5","","","10","0","크확","5.71","방어","11.81","","","10","0","장탄","68.93","공증","11.81","","","10","0","명중","11.81","크댐","16.44","","","10","0","차댐","11.81","우코","23.56","차속","4.92","370","225","224","224","227","227","228","263","220"
"마스트 : 로망틱 메이드","714392","54097","수냉","버스트2","엘리시온","MG","지원형","3","7","30","10","10","10","23.56","0.00","68.93","0.00","16.44","11.81","11.81","5.00","11.81","SR 15","렐릭 베어 큐브","15","10","5","명중","11.81","","","","","10","5","차속","4.92","차댐","11.81","","","10","5","방어","11.81","장탄","68.93","크댐","16.44","10","0","우코","23.56","","","","","370","225","224","224","227","227","228","263","220"
"아비스타","337388","9228","전격","버스트1","엘리시온","MG","지원형","3","0","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"미사토","273543","9009","철갑","버스트1","어브노멀","SMG","지원형","2","0","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"스노우 화이트 : 헤비암즈","704589","56982","수냉","버스트3","필그림","SR","화력형","3","3","40","10","10","10","98.43","39.51","0.00","0.00","0.00","0.00","0.00","2.00","6.18","SR 15","렐릭 베어 큐브","15","10","5","우코","19.35","공증","12.52","","","10","5","공증","9.70","","","우코","26.36","10","5","우코","24.96","방어","6.18","공증","8.29","10","0","차속","2.28","우코","27.76","공증","9.00","370","225","224","224","227","227","228","263","220"
"프로덕트 08","238597","7788","전격","버스트1","미실리스","SR","지원형","0","0","1","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","370","225","224","224","227","227","228","263","220"
"라푼젤 : 퓨어 그레이스","354898","10636","철갑","버스트1","필그림","SR","방어형","3","3","40","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"맥스웰 : 오디너리 미케닉","337502","8758","풍압","버스트2","미실리스","SR","지원형","3","0","18","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"솔린","459895","15623","철갑","버스트3","엘리시온","SMG","화력형","3","7","30","1","1","1","23.56","0.00","0.00","0.00","0.00","11.81","0.00","0.00","0.00","R 0","렐릭 비고르 큐브","7","10","0","우코","23.56","","","명중","11.81","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"베스티 : 택티컬 업","631542","33693","작열","버스트3","엘리시온","RL","화력형","3","7","30","7","7","7","12.34","20.81","48.39","9.37","7.62","6.88","22.21","0.00","0.00","SR 5","","","10","0","크확","5.71","공증","11.81","차댐","11.81","10","0","명중","6.88","우코","12.34","","","10","0","차댐","10.40","","","공증","9.00","10","0","장탄","48.39","크댐","7.62","크확","3.66","370","225","224","224","227","227","228","263","220"
"프로덕트 12","241509","7812","작열","버스트3","미실리스","MG","화력형","0","0","1","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","370","225","224","224","227","227","228","263","220"
"도라","419331","11529","풍압","버스트2","테트라","SR","지원형","3","5","30","7","7","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"길로틴","529041","24303","전격","버스트3","엘리시온","MG","화력형","3","7","30","1","1","1","0.00","0.00","251.07","5.71","0.00","11.81","0.00","0.00","11.81","R 0","","","10","2","방어","11.81","","","장탄","68.93","10","0","장탄","44.28","","","","","10","1","장탄","68.93","크확","5.71","","","10","0","장탄","68.93","","","명중","11.81","370","225","224","224","227","227","228","263","220"
"네온 : 비전 아이","687675","52748","전격","버스트3","미실리스","RL","화력형","3","0","40","10","10","10","97.03","29.80","0.00","0.00","0.00","0.00","0.00","15.00","0.00","SR 15","","","10","5","차속","6.09","우코","27.76","","","10","5","공증","11.81","","","우코","23.56","10","5","우코","23.56","공증","9.70","차속","4.63","10","5","우코","22.15","공증","8.29","차속","4.33","370","225","224","224","227","227","228","263","220"
"노이즈","624768","34624","전격","버스트1","테트라","RL","지원형","3","7","30","7","7","7","23.56","11.81","68.93","0.00","0.00","11.81","0.00","0.00","11.81","SR 5","렐릭 퀀텀 큐브","8","10","0","명중","11.81","","","","","10","0","우코","23.56","","","","","10","0","방어","11.81","","","장탄","68.93","10","0","공증","11.81","","","","","370","225","224","224","227","227","228","263","220"
"E.H.","350174","9451","풍압","버스트3","엘리시온","SMG","화력형","3","1","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"솔린 : 프로스트 티켓","601466","29684","수냉","버스트1","엘리시온","SG","지원형","3","5","30","10","4","1","0.00","23.62","137.86","0.00","0.00","11.81","0.00","10.00","0.00","R 0","택티컬 베어 큐브","15","10","0","차속","4.92","장탄","68.93","","","10","0","명중","11.81","공증","11.81","","","10","0","차속","4.92","장탄","68.93","","","10","0","공증","11.81","","","","","370","225","224","224","227","227","228","263","220"
"밀크 : 블루밍 바니","713747","46065","철갑","버스트3","테트라","SR","화력형","3","6","30","10","10","10","92.82","8.29","0.00","14.41","0.00","0.00","0.00","4.00","11.81","SR 15","","","10","0","우코","23.56","크확","5.71","방어","11.81","10","0","크확","4.35","공증","8.29","우코","26.36","10","0","차속","4.33","우코","22.15","","","10","0","크확","4.35","","","우코","20.75","370","225","224","224","227","227","228","263","220"
"메어리 : 베이 갓데스","366550","10067","수냉","버스트1","테트라","SR","지원형","3","0","30","4","4","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"레이","573415","36684","작열","버스트3","어브노멀","MG","화력형","0","0","10","7","10","7","72.07","18.69","81.26","5.71","10.56","0.00","0.00","0.00","0.00","SR 5","택티컬 베어 큐브","15","10","0","공증","6.88","","","우코","26.36","10","0","우코","22.15","","","","","10","0","우코","23.56","크확","5.71","","","10","0","장탄","81.26","크댐","10.56","공증","11.81","370","225","224","224","227","227","228","263","220"
"퀀시","319657","7976","전격","버스트2","미실리스","SMG","지원형","0","0","8","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"길로틴 : 윈터 슬레이어","544939","30508","수냉","버스트3","엘리시온","AR","화력형","3","1","30","9","7","9","23.56","0.00","63.90","8.69","26.02","0.00","4.77","0.00","0.00","SR 5","","","10","0","장탄","36.06","크댐","11.54","","","10","0","우코","23.56","크확","5.71","","","10","0","크댐","14.48","크확","2.98","","","10","0","장탄","27.84","","","차댐","4.77","370","225","224","224","227","227","228","263","220"
"레오나","439297","11759","수냉","버스트2","테트라","SG","지원형","3","7","30","4","7","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"미하라","287576","9155","수냉","버스트3","미실리스","AR","화력형","2","0","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"도로시","565692","32146","수냉","버스트1","필그림","AR","지원형","3","7","40","1","1","1","60.60","19.40","0.00","0.00","0.00","0.00","0.00","6.00","19.40","SR 5","","","10","3","우코","15.15","","","","","10","0","방어","10.40","우코","15.15","공증","5.47","10","0","공증","13.93","우코","15.15","","","10","0","차속","6.09","우코","15.15","방어","9.00","370","225","224","224","227","227","228","263","220"
"비스킷","644996","28693","전격","버스트2","테트라","RL","지원형","3","7","30","7","7","7","47.12","23.62","68.93","0.00","0.00","0.00","0.00","0.00","11.81","SR 0","렐릭 퀀텀 큐브","8","10","0","우코","23.56","","","","","10","0","장탄","68.93","공증","11.81","","","10","0","우코","23.56","공증","11.81","","","10","0","방어","11.81","","","","","370","225","224","224","227","227","228","263","220"
"D","389819","10286","풍압","버스트3","엘리시온","SMG","화력형","3","7","24","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"솔져 E.G.","250830","7854","전격","버스트3","엘리시온","AR","화력형","0","0","1","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","370","225","224","224","227","227","228","263","220"
"바이퍼","674231","42036","수냉","버스트2","테트라","SG","화력형","3","7","30","10","10","10","62.26","9.70","73.04","4.00","0.00","6.88","0.00","3.00","0.00","애장품 ★★★","","","10","0","우코","13.75","","","","","10","0","우코","27.76","","","크확","4.00","10","0","장탄","73.04","우코","20.75","","","10","0","명중","6.88","공증","9.70","차속","3.16","370","225","224","224","227","227","228","263","220"
"솔져 O.W.","249493","7795","작열","버스트1","엘리시온","SMG","지원형","0","0","1","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","370","225","224","224","227","227","228","263","220"
"치사토","585523","35385","철갑","버스트3","어브노멀","SMG","화력형","1","0","20","9","10","10","90.01","5.47","96.77","0.00","34.84","0.00","0.00","0.00","6.88","SR 5","","","10","4","장탄","36.06","우코","27.76","","","10","0","장탄","60.71","크댐","17.42","우코","19.35","10","0","크댐","17.42","우코","20.75","","","10","0","우코","22.15","방어","6.88","공증","5.47","370","225","224","224","227","227","228","263","220"
"맥스웰","679803","39552","철갑","버스트3","미실리스","SR","화력형","3","7","30","10","4","10","0.00","20.11","219.12","0.00","0.00","10.40","22.92","5.00","0.00","SR 5","","","10","5","명중","10.40","공증","11.11","","","10","0","장탄","85.37","차댐","11.11","","","10","2","공증","9.00","","","장탄","64.82","10","0","차댐","11.81","차속","4.92","장탄","68.93","370","225","224","224","227","227","228","263","220"
"츠바이","659400","41664","전격","버스트1","엘리시온","SG","지원형","3","6","30","10","10","10","23.56","0.00","0.00","0.00","16.44","0.00","35.43","0.00","11.81","애장품 ★★★","","","10","0","우코","23.56","차댐","11.81","방어","11.81","10","0","크댐","16.44","","","","","10","0","차댐","11.81","","","","","10","0","차댐","11.81","","","","","370","225","224","224","227","227","228","263","220"
"라플라스","607364","37726","철갑","버스트3","미실리스","RL","화력형","3","7","30","4","4","4","23.56","11.81","68.93","0.00","16.44","0.00","11.81","0.00","11.81","애장품 ★★★","","","10","0","장탄","68.93","방어","11.81","","","10","0","크댐","16.44","","","","","10","0","차댐","11.81","","","공증","11.81","10","0","우코","23.56","","","","","370","225","224","224","227","227","228","263","220"
"리타","611639","29285","철갑","버스트1","미실리스","SMG","지원형","3","7","30","10","4","10","0.00","0.00","0.00","12.10","10.56","18.69","0.00","10.00","7.59","R 0","","","10","3","크댐","10.56","","","","","10","3","명중","6.88","크확","6.39","방어","7.59","10","1","차속","4.92","명중","11.81","크확","5.71","10","0","차속","4.92","","","","","370","225","224","224","227","227","228","263","220"
"메어리","374717","9317","수냉","버스트1","테트라","SG","지원형","3","4","13","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"헬름 : 아쿠아마린","562031","25549","철갑","버스트2","엘리시온","AR","화력형","3","0","30","4","10","4","23.56","0.00","137.86","0.00","16.44","0.00","23.62","0.00","23.62","R 0","","","10","0","장탄","68.93","차댐","11.81","","","10","0","우코","23.56","","","","","10","0","장탄","68.93","크댐","16.44","방어","11.81","10","0","차댐","11.81","방어","11.81","","","370","225","224","224","227","227","228","263","220"
"도로시 : 세렌디피티","702575","56702","수냉","버스트3","필그림","SG","화력형","3","0","40","10","10","10","87.22","6.88","96.77","11.07","16.44","0.00","11.11","0.00","0.00","SR 15","택티컬 베어 큐브","15","10","5","크확","4.00","우코","23.56","크댐","16.44","10","3","장탄","40.17","우코","24.96","공증","6.88","10","5","크확","7.07","","","우코","19.35","10","0","차댐","11.11","우코","19.35","장탄","56.60","370","225","224","224","227","227","228","263","220"
